"ID","SCHOOL_YEAR","LEAID","District","STATE","REGION","Primary County FIPS","Primary County Name","Majority White schools","Majority Non-White schools","Equal Mix schools","NA schools","Total Schools","Percent majority White schools","Percent majority non-White schools","Percent equal mix schools","White students","Non-White students","TOTAL STUDENTS","Percent White students","Percent non-White students","DISTSIZE_DESC","Dissimilarity Index","DISNDX_DESC"
9285.00,"2023-2024","2932010","WILLARD R-II","Missouri","Midwest","29077","Greene County",9.00,0.00,0.00,0.00,9.00,1.00,0.00,0.00,7912.00,1384.00,9296.00,0.85,0.14,"1,000 - 10,000",20.02,"10 - 25"
9286.00,"2023-2024","2932070","WILLOW SPRINGS R-IV","Missouri","Midwest","29091","Howell County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,2304.00,176.00,2480.00,0.92,0.07,"1,000 - 10,000",6.02,"Less than 10"
9287.00,"2023-2024","2932100","WINDSOR C-1","Missouri","Midwest","29099","Jefferson County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,5284.00,634.00,5918.00,0.89,0.10,"1,000 - 10,000",3.19,"Less than 10"
9288.00,"2023-2024","2932110","HENRY CO. R-I","Missouri","Midwest","29083","Henry County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1330.00,96.00,1426.00,0.93,0.06,"1,000 - 10,000",2.56,"Less than 10"
9289.00,"2023-2024","2932190","WINFIELD R-IV","Missouri","Midwest","29113","Lincoln County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2860.00,228.00,3088.00,0.92,0.07,"1,000 - 10,000",7.55,"Less than 10"
9290.00,"2023-2024","2932220","WINONA R-III","Missouri","Midwest","29203","Shannon County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,858.00,22.00,880.00,0.97,0.02,"500 - 999",20.27,"10 - 25"
9291.00,"2023-2024","2932250","WINSTON R-VI","Missouri","Midwest","29061","Daviess County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,218.00,6.00,224.00,0.97,0.02,"Less than 500",18.04,"10 - 25"
9292.00,"2023-2024","2932300","WORTH CO. R-III","Missouri","Midwest","29227","Worth County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,540.00,8.00,548.00,0.98,0.01,"500 - 999",7.77,"Less than 10"
9293.00,"2023-2024","2932310","WRIGHT CITY R-II OF WARREN CO.","Missouri","Midwest","29219","Warren County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,2714.00,822.00,3536.00,0.76,0.23,"1,000 - 10,000",3.87,"Less than 10"
9294.00,"2023-2024","2932490","ZALMA R-V","Missouri","Midwest","29017","Bollinger County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,384.00,6.00,390.00,0.98,0.01,"Less than 500",43.75,"25.01 - 50"
9295.00,"2023-2024","2932491","THE LEADERSHIP SCHOOL","Missouri","Midwest","29189","St. Louis County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,300.00,302.00,6.62251655629139e-03,0.99,"Less than 500",,"NA"
9296.00,"2023-2024","2932492","ST. LOUIS VOICES ACADEMY","Missouri","Midwest","29510","St. Louis city",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,4.00,4.00,0.00,1.00,"Less than 500",,"NA"
9297.00,"2023-2024","2932493","UNIVERSITY OF MO - COLUMBIA","Missouri","Midwest","29019","Boone County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,22.00,4.00,26.00,0.84,0.15,"Less than 500",,"NA"
9298.00,"2023-2024","3000002","Somers Elem","Montana","West","30029","Flathead County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1008.00,58.00,1066.00,0.94,0.05,"1,000 - 10,000",21.22,"10 - 25"
9299.00,"2023-2024","3000003","Cut Bank Elem","Montana","West","30035","Glacier County",4.00,3.00,0.00,0.00,7.00,0.57,0.42,0.00,514.00,568.00,1082.00,0.47,0.52,"1,000 - 10,000",21.40,"10 - 25"
9300.00,"2023-2024","3000004","Mountain View Elem","Montana","West","30035","Glacier County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,18.00,0.00,18.00,1.00,0.00,"Less than 500",,"NA"
9301.00,"2023-2024","3000005","Helena Elem","Montana","West","30049","Lewis and Clark County",13.00,0.00,0.00,0.00,13.00,1.00,0.00,0.00,8672.00,1674.00,10346.00,0.83,0.16,"10,001 - 50,000",13.54,"10 - 25"
9302.00,"2023-2024","3000006","Broadus Elem","Montana","West","30075","Powder River County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,260.00,40.00,300.00,0.86,0.13,"Less than 500",3.84,"Less than 10"
9303.00,"2023-2024","3000007","South Stacey Elem","Montana","West","30075","Powder River County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,8.00,0.00,8.00,1.00,0.00,"Less than 500",,"NA"
9304.00,"2023-2024","3000008","Ashland Elem","Montana","West","30087","Rosebud County",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,6.00,146.00,152.00,0.03,0.96,"Less than 500",50.22,"More than 50"
9305.00,"2023-2024","3000090","Noxon Elem","Montana","West","30089","Sanders County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,182.00,14.00,196.00,0.92,0.07,"Less than 500",24.17,"10 - 25"
9306.00,"2023-2024","3000091","Dept of Corrections-Youth","Montana","West","30049","Lewis and Clark County",1.00,1.00,0.00,0.00,2.00,0.50,0.50,0.00,42.00,18.00,60.00,0.70,0.30,"Less than 500",11.11,"10 - 25"
9307.00,"2023-2024","3000093","Liberty Elem","Montana","West","30051","Liberty County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,32.00,0.00,32.00,1.00,0.00,"Less than 500",,"NA"
9308.00,"2023-2024","3000094","West Glacier Elem","Montana","West","30029","Flathead County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,128.00,18.00,146.00,0.87,0.12,"Less than 500",,"NA"
9309.00,"2023-2024","3000095","Lame Deer H S","Montana","West","30087","Rosebud County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,392.00,392.00,0.00,1.00,"Less than 500",,"NA"
9310.00,"2023-2024","3000096","North Star Elem","Montana","West","30041","Hill County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,260.00,24.00,284.00,0.91,0.08,"Less than 500",5.00,"Less than 10"
9311.00,"2023-2024","3000097","North Star HS","Montana","West","30041","Hill County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,86.00,28.00,114.00,0.75,0.24,"Less than 500",,"NA"
9312.00,"2023-2024","3000098","Chester-Joplin-Inverness El","Montana","West","30051","Liberty County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,330.00,24.00,354.00,0.93,0.06,"Less than 500",22.27,"10 - 25"
9313.00,"2023-2024","3000099","Heart Butte K-12 Schools","Montana","West","30073","Pondera County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,394.00,394.00,0.00,1.00,"Less than 500",,"NA"
9314.00,"2023-2024","3000100","Mont Sch for Deaf Blind","Montana","West","30013","Cascade County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,48.00,16.00,64.00,0.75,0.25,"Less than 500",12.50,"10 - 25"
9315.00,"2023-2024","3000101","Chester-Joplin-Inverness HS","Montana","West","30051","Liberty County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,112.00,12.00,124.00,0.90,0.09,"Less than 500",,"NA"
9316.00,"2023-2024","3000102","Dutton/Brady K-12 Schools","Montana","West","30099","Teton County",4.00,0.00,0.00,1.00,5.00,0.80,0.00,0.00,200.00,20.00,220.00,0.90,0.09,"Less than 500",34.00,"25.01 - 50"
9317.00,"2023-2024","3000654","Big Sky School K-12","Montana","West","30031","Gallatin County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,694.00,98.00,792.00,0.87,0.12,"500 - 999",16.00,"10 - 25"
9318.00,"2023-2024","3000655","East Helena K-12","Montana","West","30049","Lewis and Clark County",5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,3166.00,664.00,3830.00,0.82,0.17,"1,000 - 10,000",3.75,"Less than 10"
9319.00,"2023-2024","3000656","Lockwood K-12","Montana","West","30111","Yellowstone County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,2442.00,924.00,3366.00,0.72,0.27,"1,000 - 10,000",2.59,"Less than 10"
9320.00,"2023-2024","3000932","Shields Valley Elem","Montana","West","30067","Park County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,264.00,18.00,282.00,0.93,0.06,"Less than 500",22.72,"10 - 25"
9321.00,"2023-2024","3000933","Shields Valley H S","Montana","West","30067","Park County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,108.00,10.00,118.00,0.91,0.08,"Less than 500",,"NA"
9322.00,"2023-2024","3001710","Absarokee Elem","Montana","West","30095","Stillwater County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,230.00,20.00,250.00,0.92,0.08,"Less than 500",4.34,"Less than 10"
9323.00,"2023-2024","3001740","Absarokee H S","Montana","West","30095","Stillwater County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,146.00,12.00,158.00,0.92,0.07,"Less than 500",,"NA"
9324.00,"2023-2024","3001860","Alberton K-12 Schools","Montana","West","30061","Mineral County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,262.00,22.00,284.00,0.92,0.07,"Less than 500",11.93,"10 - 25"
9325.00,"2023-2024","3001950","Alzada Elem","Montana","West","30011","Carter County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,20.00,2.00,22.00,0.90,0.09,"Less than 500",,"NA"
9326.00,"2023-2024","3001980","Amsterdam Elem","Montana","West","30031","Gallatin County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,298.00,34.00,332.00,0.89,0.10,"Less than 500",,"NA"
9327.00,"2023-2024","3002010","Anaconda Elem","Montana","West","30023","Deer Lodge County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1272.00,184.00,1456.00,0.87,0.12,"1,000 - 10,000",2.02,"Less than 10"
9328.00,"2023-2024","3002030","Anaconda H S","Montana","West","30023","Deer Lodge County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,522.00,74.00,596.00,0.87,0.12,"500 - 999",,"NA"
9329.00,"2023-2024","3002070","Anderson Elem","Montana","West","30031","Gallatin County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,380.00,56.00,436.00,0.87,0.12,"Less than 500",6.46,"Less than 10"
9330.00,"2023-2024","3002220","Arlee Elem","Montana","West","30047","Lake County",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,126.00,368.00,494.00,0.25,0.74,"Less than 500",2.61,"Less than 10"
9331.00,"2023-2024","3002250","Arlee H S","Montana","West","30047","Lake County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,64.00,216.00,280.00,0.22,0.77,"Less than 500",,"NA"
9332.00,"2023-2024","3002300","Arrowhead Elem","Montana","West","30067","Park County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,126.00,32.00,158.00,0.79,0.20,"Less than 500",4.56,"Less than 10"
9333.00,"2023-2024","3002430","Augusta Elem","Montana","West","30049","Lewis and Clark County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,160.00,24.00,184.00,0.86,0.13,"Less than 500",5.41,"Less than 10"
9334.00,"2023-2024","3002450","Augusta H S","Montana","West","30049","Lewis and Clark County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,46.00,12.00,58.00,0.79,0.20,"Less than 500",,"NA"
9335.00,"2023-2024","3002490","Auchard Creek Elem","Montana","West","30049","Lewis and Clark County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,32.00,0.00,32.00,1.00,0.00,"Less than 500",,"NA"
9336.00,"2023-2024","3002550","Avon Elem","Montana","West","30077","Powell County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,54.00,0.00,54.00,1.00,0.00,"Less than 500",,"NA"
9337.00,"2023-2024","3002570","Ayers Elem","Montana","West","30027","Fergus County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,20.00,0.00,20.00,1.00,0.00,"Less than 500",,"NA"
9338.00,"2023-2024","3002640","Bainville K-12 Schools","Montana","West","30085","Roosevelt County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,300.00,44.00,344.00,0.87,0.12,"Less than 500",23.27,"10 - 25"
9339.00,"2023-2024","3002730","Baker K-12 Schools","Montana","West","30025","Fallon County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,834.00,66.00,900.00,0.92,0.07,"500 - 999",12.90,"10 - 25"
9340.00,"2023-2024","3002820","Basin Elem","Montana","West","30043","Jefferson County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,28.00,10.00,38.00,0.73,0.26,"Less than 500",,"NA"
9341.00,"2023-2024","3002850","Smith Valley Elem","Montana","West","30029","Flathead County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,360.00,40.00,400.00,0.90,0.10,"Less than 500",13.88,"10 - 25"
9342.00,"2023-2024","3003000","Bear Paw Elem","Montana","West","30005","Blaine County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,20.00,2.00,22.00,0.90,0.09,"Less than 500",,"NA"
9343.00,"2023-2024","3003090","Beaverhead County H S","Montana","West","30001","Beaverhead County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,580.00,92.00,672.00,0.86,0.13,"500 - 999",,"NA"
9344.00,"2023-2024","3003270","Belfry K-12 Schools","Montana","West","30009","Carbon County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,100.00,14.00,114.00,0.87,0.12,"Less than 500",37.71,"25.01 - 50"
9345.00,"2023-2024","3003290","Belgrade Elem","Montana","West","30031","Gallatin County",4.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,3840.00,766.00,4606.00,0.83,0.16,"1,000 - 10,000",6.93,"Less than 10"
9346.00,"2023-2024","3003330","Belgrade H S","Montana","West","30031","Gallatin County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1704.00,284.00,1988.00,0.85,0.14,"1,000 - 10,000",,"NA"
9347.00,"2023-2024","3003420","Belt Elem","Montana","West","30013","Cascade County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,504.00,34.00,538.00,0.93,0.06,"500 - 999",9.92,"Less than 10"
9348.00,"2023-2024","3003450","Belt H S","Montana","West","30013","Cascade County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,182.00,14.00,196.00,0.92,0.07,"Less than 500",,"NA"
9349.00,"2023-2024","3003480","Benton Lake Elem","Montana","West","30015","Chouteau County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,16.00,0.00,16.00,1.00,0.00,"Less than 500",,"NA"
9350.00,"2023-2024","3003600","Biddle Elem","Montana","West","30075","Powder River County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,18.00,2.00,20.00,0.90,0.10,"Less than 500",,"NA"
9351.00,"2023-2024","3003660","Spring Creek Elem","Montana","West","30003","Big Horn County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,6.00,4.00,10.00,0.60,0.40,"Less than 500",,"NA"
9352.00,"2023-2024","3003750","Big Sandy K-12","Montana","West","30015","Chouteau County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,292.00,92.00,384.00,0.76,0.23,"Less than 500",1.69,"Less than 10"
9353.00,"2023-2024","3003800","Big Timber Elem","Montana","West","30097","Sweet Grass County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,534.00,76.00,610.00,0.87,0.12,"500 - 999",2.16,"Less than 10"
9354.00,"2023-2024","3003820","Bigfork Elem","Montana","West","30029","Flathead County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,1108.00,88.00,1196.00,0.92,0.07,"1,000 - 10,000",4.27,"Less than 10"
9355.00,"2023-2024","3003840","Bigfork H S","Montana","West","30029","Flathead County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,636.00,68.00,704.00,0.90,0.09,"500 - 999",,"NA"
9356.00,"2023-2024","3003870","Billings Elem","Montana","West","30111","Yellowstone County",26.00,1.00,1.00,0.00,28.00,0.92,0.03,0.03,15752.00,6426.00,22178.00,0.71,0.28,"10,001 - 50,000",20.42,"10 - 25"
9357.00,"2023-2024","3003900","Billings H S","Montana","West","30111","Yellowstone County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,8222.00,2740.00,10962.00,0.75,0.24,"10,001 - 50,000",11.80,"10 - 25"
9358.00,"2023-2024","3003990","Birney Elem","Montana","West","30087","Rosebud County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,10.00,6.00,16.00,0.62,0.37,"Less than 500",,"NA"
9359.00,"2023-2024","3004050","Cleveland Elem","Montana","West","30005","Blaine County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,14.00,0.00,14.00,1.00,0.00,"Less than 500",,"NA"
9360.00,"2023-2024","3004200","Bloomfield Elem","Montana","West","30021","Dawson County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,12.00,2.00,14.00,0.85,0.14,"Less than 500",,"NA"
9361.00,"2023-2024","3004230","Blue Creek Elem","Montana","West","30111","Yellowstone County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,310.00,44.00,354.00,0.87,0.12,"Less than 500",,"NA"
9362.00,"2023-2024","3004260","Bonner Elem","Montana","West","30063","Missoula County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,590.00,86.00,676.00,0.87,0.12,"500 - 999",12.96,"10 - 25"
9363.00,"2023-2024","3004380","Boulder Elem","Montana","West","30043","Jefferson County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,362.00,76.00,438.00,0.82,0.17,"Less than 500",6.99,"Less than 10"
9364.00,"2023-2024","3004440","Box Elder Elem","Montana","West","30041","Hill County",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,2.00,582.00,584.00,3.42465753424658e-03,0.99,"500 - 999",19.93,"10 - 25"
9365.00,"2023-2024","3004500","Box Elder H S","Montana","West","30041","Hill County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,200.00,200.00,0.00,1.00,"Less than 500",,"NA"
9366.00,"2023-2024","3004560","Bozeman Elem","Montana","West","30031","Gallatin County",11.00,0.00,0.00,0.00,11.00,1.00,0.00,0.00,7692.00,1666.00,9358.00,0.82,0.17,"1,000 - 10,000",21.60,"10 - 25"
9367.00,"2023-2024","3004590","Bozeman H S","Montana","West","30031","Gallatin County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,4674.00,814.00,5488.00,0.85,0.14,"1,000 - 10,000",0.47,"Less than 10"
9368.00,"2023-2024","3004800","Bridger K-12 Schools","Montana","West","30009","Carbon County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,388.00,32.00,420.00,0.92,0.07,"Less than 500",30.60,"25.01 - 50"
9369.00,"2023-2024","3004860","Powder River Co Dist H S","Montana","West","30075","Powder River County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,116.00,10.00,126.00,0.92,0.07,"Less than 500",,"NA"
9370.00,"2023-2024","3004890","Broadview Elem","Montana","West","30111","Yellowstone County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,226.00,20.00,246.00,0.91,0.08,"Less than 500",0.53,"Less than 10"
9371.00,"2023-2024","3004920","Broadview H S","Montana","West","30111","Yellowstone County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,108.00,6.00,114.00,0.94,0.05,"Less than 500",,"NA"
9372.00,"2023-2024","3004980","Townsend K-12 Schools","Montana","West","30007","Broadwater County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1230.00,170.00,1400.00,0.87,0.12,"1,000 - 10,000",7.43,"Less than 10"
9373.00,"2023-2024","3005010","Brockton Elem","Montana","West","30085","Roosevelt County",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,2.00,188.00,190.00,0.01,0.98,"Less than 500",84.04,"More than 50"
9374.00,"2023-2024","3005040","Brockton H S","Montana","West","30085","Roosevelt County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,110.00,112.00,0.01,0.98,"Less than 500",,"NA"
9375.00,"2023-2024","3005130","Brorson Elem","Montana","West","30083","Richland County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,8.00,2.00,10.00,0.80,0.20,"Less than 500",,"NA"
9376.00,"2023-2024","3005140","Browning Elem","Montana","West","30035","Glacier County",2.00,5.00,0.00,0.00,7.00,0.28,0.71,0.00,94.00,2538.00,2632.00,0.03,0.96,"1,000 - 10,000",81.48,"More than 50"
9377.00,"2023-2024","3005190","Browning H S","Montana","West","30035","Glacier County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,12.00,1210.00,1222.00,9.81996726677578e-03,0.99,"1,000 - 10,000",,"NA"
9378.00,"2023-2024","3005280","Butte Elem","Montana","West","30093","Silver Bow County",7.00,0.00,0.00,0.00,7.00,1.00,0.00,0.00,5028.00,870.00,5898.00,0.85,0.14,"1,000 - 10,000",11.80,"10 - 25"
9379.00,"2023-2024","3005310","Butte H S","Montana","West","30093","Silver Bow County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2226.00,318.00,2544.00,0.87,0.12,"1,000 - 10,000",,"NA"
9380.00,"2023-2024","3005330","Bynum Elem","Montana","West","30099","Teton County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,10.00,6.00,16.00,0.62,0.37,"Less than 500",,"NA"
9381.00,"2023-2024","3005460","Canyon Creek Elem","Montana","West","30111","Yellowstone County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,320.00,70.00,390.00,0.82,0.17,"Less than 500",5.44,"Less than 10"
9382.00,"2023-2024","3005550","Cardwell Elem","Montana","West","30043","Jefferson County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,62.00,12.00,74.00,0.83,0.16,"Less than 500",,"NA"
9383.00,"2023-2024","3005610","Carter County H S","Montana","West","30011","Carter County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,68.00,6.00,74.00,0.91,0.08,"Less than 500",,"NA"
9384.00,"2023-2024","3005760","Carter Elem","Montana","West","30015","Chouteau County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,4.00,0.00,4.00,1.00,0.00,"Less than 500",,"NA"
9385.00,"2023-2024","3005850","Vaughn Elem","Montana","West","30013","Cascade County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,216.00,70.00,286.00,0.75,0.24,"Less than 500",13.57,"10 - 25"
9386.00,"2023-2024","3005880","Cascade Elem","Montana","West","30013","Cascade County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,354.00,46.00,400.00,0.88,0.11,"Less than 500",11.02,"10 - 25"
9387.00,"2023-2024","3005910","Cascade H S","Montana","West","30013","Cascade County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,198.00,22.00,220.00,0.90,0.10,"Less than 500",,"NA"
9388.00,"2023-2024","3005990","Cayuse Prairie Elem","Montana","West","30029","Flathead County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,570.00,42.00,612.00,0.93,0.06,"500 - 999",14.18,"10 - 25"
9389.00,"2023-2024","3006030","McCormick Elem","Montana","West","30053","Lincoln County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,36.00,0.00,36.00,1.00,0.00,"Less than 500",,"NA"
9390.00,"2023-2024","3006110","St Ignatius K-12 Schools","Montana","West","30047","Lake County",0.00,3.00,0.00,0.00,3.00,0.00,1.00,0.00,328.00,596.00,924.00,0.35,0.64,"500 - 999",9.42,"Less than 10"
9391.00,"2023-2024","3006112","Charlo Elem","Montana","West","30047","Lake County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,262.00,54.00,316.00,0.82,0.17,"Less than 500",4.09,"Less than 10"
9392.00,"2023-2024","3006115","Charlo H S","Montana","West","30047","Lake County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,128.00,36.00,164.00,0.78,0.21,"Less than 500",,"NA"
9393.00,"2023-2024","3006260","Chinook Elem","Montana","West","30005","Blaine County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,346.00,76.00,422.00,0.81,0.18,"Less than 500",13.37,"10 - 25"
9394.00,"2023-2024","3006270","Chinook H S","Montana","West","30005","Blaine County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,194.00,42.00,236.00,0.82,0.17,"Less than 500",,"NA"
9395.00,"2023-2024","3006320","Choteau Elem","Montana","West","30099","Teton County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,588.00,56.00,644.00,0.91,0.08,"500 - 999",12.92,"10 - 25"
9396.00,"2023-2024","3006330","Choteau H S","Montana","West","30099","Teton County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,190.00,30.00,220.00,0.86,0.13,"Less than 500",,"NA"
9397.00,"2023-2024","3006790","Circle Elem","Montana","West","30055","McCone County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,246.00,8.00,254.00,0.96,0.03,"Less than 500",23.98,"10 - 25"
9398.00,"2023-2024","3006810","Circle H S","Montana","West","30055","McCone County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,120.00,8.00,128.00,0.93,0.06,"Less than 500",,"NA"
9399.00,"2023-2024","3006840","Clancy Elem","Montana","West","30043","Jefferson County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,746.00,28.00,774.00,0.96,0.03,"500 - 999",8.50,"Less than 10"
9400.00,"2023-2024","3006870","Clinton Elem","Montana","West","30063","Missoula County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,396.00,54.00,450.00,0.88,0.12,"Less than 500",6.06,"Less than 10"
9401.00,"2023-2024","3007030","Cohagen Elem","Montana","West","30033","Garfield County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,22.00,0.00,22.00,1.00,0.00,"Less than 500",,"NA"
9402.00,"2023-2024","3007050","Colstrip Elem","Montana","West","30087","Rosebud County",0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,310.00,392.00,702.00,0.44,0.55,"500 - 999",1.57,"Less than 10"
9403.00,"2023-2024","3007080","Colstrip H S","Montana","West","30087","Rosebud County",0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,156.00,158.00,314.00,0.49,0.50,"Less than 500",,"NA"
9404.00,"2023-2024","3007110","Columbia Falls Elem","Montana","West","30029","Flathead County",3.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,2712.00,458.00,3170.00,0.85,0.14,"1,000 - 10,000",7.37,"Less than 10"
9405.00,"2023-2024","3007140","Columbia Falls H S","Montana","West","30029","Flathead County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1182.00,194.00,1376.00,0.85,0.14,"1,000 - 10,000",,"NA"
9406.00,"2023-2024","3007190","Columbus Elem","Montana","West","30095","Stillwater County",2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,892.00,100.00,992.00,0.89,0.10,"500 - 999",12.77,"10 - 25"
9407.00,"2023-2024","3007200","Columbus H S","Montana","West","30095","Stillwater County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,434.00,46.00,480.00,0.90,0.09,"Less than 500",,"NA"
9408.00,"2023-2024","3007320","Conrad H S","Montana","West","30073","Pondera County",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,262.00,26.00,288.00,0.90,0.09,"Less than 500",,"NA"
